,video_id,signer_id,duration,split,label_type,label,Handshape,Selected Fingers,Flexion,Flexion Change,Spread,Spread Change,Thumb Position,Thumb Contact,Sign Type,Path Movement,Repeated Movement,Major Location,Minor Location,Second Minor Location,Contact,Nondominant Handshape,Wrist Twist,SignBank Reference ID
54920,0ziVt2gJ4TSjVJbhpdsn,85,3819,val,asllex,short_distance,f,i,Curved,0,,,Open,1,One Handed,Curved,0,Head,Cheek Nose,Head Away,1,,1,253
24789,ZCjg4JuPompcGiAMwsvF,76,2376,train,asllex,color,5,imrp,Fully Open,1,1,0,Open,0,One Handed,None,1,Head,Chin,,1,,0,433
6226,bp9e8DX8sc5dij68Hizd,49,1125,train,freetext,25_cents,,,,,,,,,,,,,,,,,,
62529,9HM7R4ZgsygihQC5Ux1K,39,3494,train,asllex,left,l,i,Fully Open,0,,,Open,0,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,1683
59023,dA98NSuxFcGmC7JomvaA,57,1669,test,asllex,go_ahead,flat_b,imrp,Flat,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,flat_b,0,1875
33495,mfMIpf4ZqqA3IYtTqq5j,17,1841,train,asllex,meet,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,1,0,1620
41845,xfSbtpXYMuqvKmDgQqRk,48,1141,test,asllex,salt_shaker,curved_5,imrp,Curved,0,1,0,Open,0,One Handed,Straight,1,Neutral,Neutral,,0,,0,
19564,usirXnUvBgipfnIh4Jdp,43,3363,val,asllex,light_weight,open_8,m,Flat,0,,,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,open_8,1,496
48681,ioOoWC2J5QL3FSTWG234,17,1308,val,asllex,deaf_1,1,i,Fully Open,0,,,Closed,0,One Handed,Curved,0,Head,Other,Chin,1,,1,103
53914,S3N6APODciI9saIIT4dA,80,3442,val,asllex,ocean,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,None,0,Head,Chin,,1,5,0,555
58200,kH9KjPTTCKUmkmlcyGPi,43,3208,train,asllex,group,g,i,Flat,0,,,Open,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,g,1,643
32272,noyRpzvQRixJmiPkGOCg,49,1676,train,asllex,test,1,i,Fully Open,1,,,Closed,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,1,0,553
82508,ovdZOAFRKN4cbYnTBpcE,31,1627,train,freetext,next_time,,,,,,,,,,,,,,,,,,
60501,pAy5zir8FACzKu3dE77Y,63,1525,train,asllex,superior,a,t,,,,,Open,,Asymmetrical Same Handshape,Curved,0,Hand,Finger Back,Hand Away,1,a,0,712
45717,KxG9QcZy0tzXDkO78vgv,63,1577,val,asllex,upset_1,closed_b,imrp,Fully Open,0,0,1,Closed,0,One Handed,Curved,0,Body,Torso Bottom,Torso Bottom,1,,1,312
39373,Q0VxnxyBOJevSNeNMcUQ,8,1427,train,asllex,up,1,i,Fully Open,0,,,Closed,0,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,1362
13594,vOxN0XGBFLDQPUmI0QdM,43,3296,val,asllex,sad,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Straight,0,Head,Head Away,Head Away,0,5,0,245
28346,81Mc460GL4za4CFqOVtE,59,1719,train,asllex,game,a,t,,,,,Open,,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,a,0,463
4571,6sj03SrxuNJ7qm2yVyKF,43,2822,train,signbank,2290,,,,,,,,,,,,,,,,,,
16443,75iw6l3g1C3NLaz3IxEg,39,2080,train,asllex,finish,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,None,0,Neutral,Neutral,,0,5,1,456
43886,Ft8CWbZUoUWBu8hb87nt,62,1233,train,asllex,clean,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Curved,1,Hand,Palm,Hand Away,1,open_b,0,431
2784,aY0tWrTVO2h8ipg0OneI,57,2146,test,asllex,music,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,1,Arm,Arm Away,Arm Away,0,,0,1584
30301,auyJwRk7HCRwfdyzQobu,48,1840,test,asllex,old,o,imrp,Curved,1,0,0,Open,1,One Handed,Straight,0,Head,Chin,Head Away,0,,0,202
50265,zO24zTvcWYFzfQxXsHSD,46,3234,train,asllex,abbreviate,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,Straight,0,Hand,Finger Radial,Hand Away,1,Dominance Condition Violation,1,252
58989,iI3v1aADP3N4OhKGzYpX,39,3160,val,asllex,afternoon,closed_b,imrp,Fully Open,0,0,0,Closed,0,One Handed,None,1,Neutral,Neutral,,0,,0,6
52226,0efeaAWpEZhuMyA8NJ6W,57,2311,test,asllex,innocent,h,im,Fully Open,0,0,0,Closed,0,Symmetrical Or Alternating,Curved,0,Head,Chin,Head Away,1,h,1,
80908,rAbOJvpnTr3ac0AOOvnn,63,1296,train,freetext,long_sleeve,,,,,,,,,,,,,,,,,,
14283,307qK9UWqW2NCMQdwtqN,49,1868,train,asllex,sew,f,i,Curved,0,,,Open,1,Dominance Violation,Curved,1,Hand,Finger Tip,,1,Dominance Condition Violation,0,1027
3746,Ai8L7qRrz2GEwqgKKsBp,52,2284,train,signbank,1716,,,,,,,,,,,,,,,,,,
71737,zdUWVdb6QlwlJ9ZD9a0i,49,2534,train,freetext,hair_curls,,,,,,,,,,,,,,,,,,
52617,NygAVGRRunMbJR7a6kbo,39,2161,val,asllex,write_on_wall,baby_o,i,Bent,0,,,Open,1,One Handed,Z-shaped,0,Neutral,Neutral,Neutral,0,,0,
6290,wQzpJPCY857rsrIe5yTp,62,1719,train,asllex,bed,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Straight,0,Head,Other,,1,,0,384
3609,ZONA4IoBJbaY683txwGg,84,1353,train,signbank,1602,,,,,,,,,,,,,,,,,,
82399,5XFayNonJPvxGB0RJUbo,36,2077,test,freetext,nervous,,,,,,,,,,,,,,,,,,
47923,ifATLZUB5ZFaZkDKnKJs,11,1927,train,asllex,practice,a,t,,,,,Open,,Asymmetrical Different Handshape,Back And Forth,0,Hand,Finger Radial,Hand Away,1,1,0,839
29434,TfChX60LDxVTmFVqP5JK,35,1315,train,asllex,happy,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,1,Body,Torso Top,Body Away,1,,0,476
55066,JPx35RPyxE7Ph2uSQOcZ,50,3455,test,asllex,relief,closed_b,imrp,Fully Open,0,0,0,Closed,0,Symmetrical Or Alternating,Straight,0,Body,Torso Top,Torso Bottom,1,closed_b,0,762
10183,6ZYfJ8xglx6xcqoi4opo,62,951,train,asllex,serious,1,i,Fully Open,0,,,Closed,0,One Handed,None,0,Head,Chin,,1,,1,2014
23104,am09KNqYWU5Ui3TsOfGi,36,2158,test,asllex,feel,open_8,m,Flat,0,,,Open,0,One Handed,Curved,1,Body,Torso Top,Body Away,1,,1,624
1774,y2Brv9fJEQtpGZcfsisc,48,2505,test,signbank,705,,,,,,,,,,,,,,,,,,
37508,rPxPrNNSSyx1GPTTC7N4,84,1485,train,asllex,fly,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Body,Body Away,,0,open_b,0,1486
61205,ENVRv9okJBEZ2WQuMotB,88,2820,val,freetext,fairy,,,,,,,,,,,,,,,,,,
27023,EVjZQdytYxicLP2dk9jM,46,2151,train,asllex,want,5,imrp,Fully Open,1,1,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,5,0,1409
59504,lslZnfsAsdy9CJlpijAT,42,1572,train,asllex,look_back,v,im,Fully Open,0,1,0,Closed,0,One Handed,Curved,0,Head,Eye,Head Away,1,,0,1638
33006,S5E8cVutNk4OQF1vkQOr,62,1098,train,asllex,idea,i,p,Fully Open,0,,,Closed,0,One Handed,Straight,0,Head,Forehead,Head Away,1,,0,1750
77412,QYUki9AV483S5tnSrms1,31,2213,train,freetext,joker,,,,,,,,,,,,,,,,,,
58267,xuwmtcrpeoumKk3H2rYZ,85,3452,train,asllex,cool_5,5,imrp,Fully Open,1,1,0,Open,0,Symmetrical Or Alternating,None,1,Head,Head Away,,0,5,0,1160
55640,Txyk55h3i6SIGMxbVmze,88,3907,train,asllex,weird,w,imr,Flat,1,1,0,Open,0,One Handed,Straight,1,Head,Head Away,Head Away,0,,0,1420
17067,VHBtOAYMhFFFm7Wot0mN,57,1444,test,asllex,interest,8,m,Flat,1,,,Open,1,Symmetrical Or Alternating,Straight,0,Body,Torso Top,Body Away,0,8,0,1725
85769,5cCCNYM6qchVVNJz4dnd,39,2845,train,freetext,rub,,,,,,,,,,,,,,,,,,
1838,rJRbZqrusZ0WTmrnNjYJ,85,2523,train,asllex,milk,s,imrp,Fully Closed,1,,0,Open,1,One Handed,None,1,Neutral,Neutral,,0,,0,506
10280,21ue6gJDsYfZNFoxLNVn,48,1388,test,asllex,sick,open_8,m,Flat,0,,,Open,0,Symmetrical Or Alternating,Straight,0,Head,Forehead,,1,open_8,0,255
15478,xC4i8Cd7W6V4PT7zGFZt,17,1778,train,asllex,animal,flat_b,imrp,Flat,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Body,Torso Top,,1,flat_b,0,16
39677,bxNisj3CB9OrfZTQ8HI8,57,1515,test,asllex,straight,closed_b,imrp,Fully Open,0,0,0,Closed,0,One Handed,Straight,0,Head,Forehead,Head Away,1,,0,821
84674,wcZYg8yyc5DihkCtFVXM,80,2644,train,freetext,potato,,,,,,,,,,,,,,,,,,
43182,QtySapvqQ0n2ZLSid2XQ,61,1939,test,asllex,process,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,open_b,0,936
81220,WXQIzseZhb8Pcs1a3Bnp,84,1719,val,freetext,low,,,,,,,,,,,,,,,,,,
44073,JU5XZWcjhzE6iTPHHwz9,38,2315,train,asllex,famous,1,i,Fully Open,0,,,Closed,0,Symmetrical Or Alternating,Straight,0,Head,Chin,Head Away,1,1,0,1380
67790,tXTPihRnIROCC9KNMXMm,62,1047,train,freetext,gross,,,,,,,,,,,,,,,,,,
8871,VZI9iGTnsE0QHdN2cpXF,30,2154,val,asllex,learn,flatspread_5,imrp,Flat,1,1,1,Open,0,Asymmetrical Different Handshape,None,0,Hand,Palm,,1,B,0,170
26396,tjR3TAOAuSJtKwoJ4Hv9,49,1781,train,asllex,fruit,f,i,Curved,0,,,Open,1,One Handed,None,1,Head,Mouth,,1,,1,1505
90287,q168rcfdxsP4YtakNNFH,84,2102,train,freetext,walk_away,,,,,,,,,,,,,,,,,,
82779,D0oYgKcBytsFKxJ4jwz6,38,3163,train,freetext,not change mind,,,,,,,,,,,,,,,,,,
64935,GY5muxFnudLWVI6YqtUS,33,3670,test,asllex,sharpen_2,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,Straight,1,Hand,Finger Radial,Hand Away,1,Dominance Condition Violation,1,
41823,sV3Ua1OedjlxlVZhAeVh,36,2415,test,asllex,blow,o,imrp,Curved,1,0,1,Open,1,Symmetrical Or Alternating,Curved,0,Head,Mouth,Head Away,1,o,0,43
21554,JmuFgFc6AXWGeZucWE0z,60,1099,train,asllex,fine_1,5,imrp,Fully Open,0,1,0,Open,0,One Handed,Straight,1,Body,Torso Top,,1,,0,455
21227,3WkcAF88Efa31uaYaJ5N,48,1190,test,asllex,who,l,i,Fully Open,1,,,Open,0,One Handed,None,1,Head,Chin,,1,,0,1430
39215,KS5yQzcSEeZIYuRwj9IJ,46,1876,train,asllex,gift,bent_1,i,Bent,0,,,Closed,0,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,0,bent_1,0,226
1373,shlnRIefUygwmOLFOnXj,84,2531,train,signbank,586,,,,,,,,,,,,,,,,,,
29020,HBcrQuwCXDKcYEdNIBzn,49,1747,val,asllex,stamp,h,im,Fully Open,0,0,0,Closed,0,Dominance Violation,None,0,Head,Mouth,,1,Dominance Condition Violation,0,2993
63038,AZgkRas8tsOEitL8hxyl,17,2115,val,asllex,pillow_2,flatspread_5,imrp,Flat,1,1,0,Open,0,Symmetrical Or Alternating,None,1,Head,Head Away,,0,flatspread_5,0,
16941,8AIJQwfHYqjSoL8sAlOz,42,1839,train,asllex,sleep,5,imrp,Fully Open,1,1,1,Open,1,One Handed,Straight,0,Head,Head Away,Head Away,0,,0,709
37477,Ru9bkCFkeTEjrn5pTOTa,84,2649,val,asllex,fly,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Body,Body Away,,0,open_b,0,1486
62594,j3ew0q7SbI6aDizCPT23,50,2169,test,asllex,sweater_2,s,imrp,Fully Closed,,,,Closed,1,Symmetrical Or Alternating,Curved,0,Body,Torso Top,Torso Bottom,1,s,0,
5981,dMg0ItMUmEWXuzzSzVts,49,1326,train,asllex,underwear,l,i,Fully Open,1,,,Open,1,Symmetrical Or Alternating,Straight,1,Body,Hips,Body Away,1,l,0,
55156,7PDByrwH5Wf0FXGn4Aeb,80,2725,val,asllex,sow,flat_o,imrp,Flat,1,0,0,Open,1,One Handed,Straight,0,Neutral,Neutral,Neutral,0,,0,
1672,DU8sbDzKwL2fD14qFvbI,17,1112,val,asllex,bird,g,i,Flat,1,,,Open,1,One Handed,None,1,Head,Mouth,,1,,0,361
90876,8Qh1VrSF3IG7NzX96xU5,39,4522,val,freetext,work_hard,,,,,,,,,,,,,,,,,,
54505,b5JNmju7mGRDrqx4xJD0,61,2226,test,asllex,ooh,y,p,Fully Open,0,,,Open,0,One Handed,Straight,1,Head,Head Away,Head Away,0,,0,204
63466,bdEJ5BmugDaADR8kXDF7,80,3344,train,asllex,think_ponder,stacked_5,imrp,Stacked,1,,,Open,1,One Handed,Circular,1,Head,Head Away,Head Away,0,,0,915
81889,J8BjJOm6NmfMCLd0i3bt,17,1026,train,freetext,mistake,,,,,,,,,,,,,,,,,,
61691,b6sSa33VYDBdYuMskkmW,17,1570,train,freetext,finish,,,,,,,,,,,,,,,,,,
81751,ZOZiP4ZrOGwpPip9ETPw,49,1167,train,freetext,middle_school,,,,,,,,,,,,,,,,,,
59540,A176FgQkS7F1EN1Ji2Xq,80,2285,val,asllex,look_back,v,im,Fully Open,0,1,0,Closed,0,One Handed,Curved,0,Head,Eye,Head Away,1,,0,1638
3796,g0saFTRweVFS8UXB2Hd7,42,1215,train,signbank,1726,,,,,,,,,,,,,,,,,,
57590,KypTp6TDk03VhBsz1lPD,54,2409,val,asllex,comfortable,c,imrp,Curved,1,0,0,Open,0,Symmetrical Or Alternating,Other,1,Neutral,Neutral,Neutral,1,c,0,2039
15601,vAcs7sg5VaaAPT5SVZfl,7,2343,train,asllex,animal,flat_b,imrp,Flat,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Body,Torso Top,,1,flat_b,0,16
82013,xP3k7jS0d3KBsiLhfuAD,84,2243,train,freetext,mountain,,,,,,,,,,,,,,,,,,
5434,zukfHNIhkGtTw9Fa0JWb,54,2840,train,asllex,banana,flat_o,imrp,Flat,0,0,0,Open,1,Asymmetrical Different Handshape,Z-shaped,0,Hand,Finger Radial,Finger Front,1,1,0,392
29379,7dsVfZxlvnyiItFthEq8,50,2459,test,asllex,drunk,a,t,,,,,Open,,One Handed,Curved,0,Head,Head Away,Head Away,0,,0,2750
3824,CCX2IEZC4Cs5IFEphX2r,84,2122,train,signbank,1762,,,,,,,,,,,,,,,,,,
32881,g5V82RuZVndQSPlAEPDz,11,2207,train,asllex,lock,s,imrp,Fully Closed,0,,0,Closed,1,Asymmetrical Same Handshape,Circular,0,Hand,Hand Away,Finger Radial,1,s,1,669
26518,b3HkDfrsRtQVfpJFvTfa,84,1282,val,asllex,fruit,f,i,Curved,0,,,Open,1,One Handed,None,1,Head,Mouth,,1,,1,1505
15683,lFm21okTEmCzsUatvI6N,63,1625,train,asllex,remote_control,a,t,,,,,Open,,One Handed,None,1,Neutral,Neutral,,0,,0,960
49008,MZAutBRWiknzZkAd0L0v,85,5013,val,freetext,drag,,,,,,,,,,,,,,,,,,
48742,qOreGGSdYIrxtdckCiha,57,2253,test,asllex,ready,r,im,Crossed,0,0,0,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,r,0,2161
4673,i4Gz2dQQakvaUmEl6MT6,88,3691,val,asllex,bathroom,t,i,Curved,0,,,Open,1,One Handed,None,1,Neutral,Neutral,,0,,0,32
51433,AMq0WXt9vvuMzjSQNKJG,7,2752,train,asllex,spain,baby_o,i,Bent,0,,,Open,1,One Handed,Circular,0,Body,Body Away,Clavicle,1,,1,
18388,jdWyCtKLGQ1pUSBxOM5M,84,1586,train,asllex,keyboard,curved_5,imrp,Curved,1,1,0,Open,0,Symmetrical Or Alternating,None,1,Neutral,Neutral,,0,curved_5,0,1350
58656,Is4igXhOPUIFtEGkvdkT,39,3986,train,asllex,manage,baby_o,i,Bent,0,,,Open,1,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,baby_o,0,708
39458,QO614lFOd6hDUnCENgMY,39,2967,val,asllex,team,baby_o,i,Bent,0,,,Open,1,Symmetrical Or Alternating,Curved,0,Neutral,Neutral,Neutral,1,baby_o,1,1178
2792,L8rKmUmEywskTZB2mNlz,61,2089,test,asllex,music,open_b,imrp,Fully Open,0,0,0,Open,0,One Handed,Curved,1,Arm,Arm Away,Arm Away,0,,0,1584
6104,6LWDKWZQewseAUGwSmMZ,59,2868,train,signbank,3476,,,,,,,,,,,,,,,,,,
47360,67gKJYMu4nxlsrpksRqz,48,1108,test,asllex,race,a,t,,,,,Open,,Symmetrical Or Alternating,None,1,Neutral,Neutral,Neutral,0,a,1,
80337,0aDRi1VgDeHraRBuMCzC,39,2482,train,freetext,laminate,,,,,,,,,,,,,,,,,,
56888,LzvbYTiWtpE8FTiLpSqv,62,1512,train,asllex,experiment,e,imrp,Bent,0,0,0,Closed,1,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,e,0,1352
35382,8dJ0zkXnbMHoyD8oeHvA,39,2176,train,asllex,push,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,5,0,230
82043,1OCxnd091zyx7PdlTDpz,39,4265,train,freetext,move,,,,,,,,,,,,,,,,,,
36014,PS60RonrKSYzos3lPBd2,88,2377,val,asllex,rope,r,im,Crossed,0,0,0,Closed,0,Dominance Violation,Other,1,Hand,Finger Tip,Hand Away,1,Dominance Condition Violation,1,663
62486,I1j8wxcyrGuTwWSuZXU3,46,3822,train,asllex,right_3,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Curved,0,Hand,Palm,Hand Away,1,open_b,0,976
56302,u6JhZOGRKTx2DhNppsQR,30,1696,val,asllex,wind,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,0,5,0,321
42164,LgnByUeH8Lo2XAdHwBuG,7,2308,train,asllex,technology,open_8,m,Flat,0,,,Open,0,Asymmetrical Different Handshape,Straight,1,Hand,Finger Ulnar,,1,S,0,1183
3275,lNO3N9AXbLdiGYoGfIjB,8,1293,train,signbank,1460,,,,,,,,,,,,,,,,,,
20610,EpmtyH22TsUUIB7NWuyY,17,1683,train,asllex,action,c,imrp,Curved,0,0,0,Open,0,Symmetrical Or Alternating,Circular,1,Neutral,Neutral,Neutral,0,c,0,2440
5788,UfBsrr8nVe3vfDKCLwGY,57,2138,test,asllex,flower,flat_o,imrp,Flat,0,0,0,Open,1,One Handed,Curved,0,Head,Cheek Nose,Cheek Nose,1,,1,381
34133,F2BNCnfJRhGhPHu2em5o,39,2218,train,asllex,confident,curved_5,imrp,Curved,1,1,1,Open,1,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,curved_5,0,2544
37194,XgE4uK2XehS9ygN4Guzy,49,1619,train,asllex,shop_2,flat_o,imrp,Flat,0,0,0,Open,1,Symmetrical Or Alternating,Curved,1,Neutral,Neutral,Neutral,0,flat_o,1,1039
4091,J0nPuDcgm9an1269E3zz,54,1337,train,signbank,2005,,,,,,,,,,,,,,,,,,
55706,jwLM6uIMsTVkqChaBt6U,17,1550,val,asllex,area,5,imrp,Fully Open,0,1,0,Open,0,Asymmetrical Different Handshape,Circular,1,Hand,Finger Radial,Finger Radial,1,S,0,19
90136,cpufu5buH7UtW9skC0zN,53,2169,test,freetext,vibing,,,,,,,,,,,,,,,,,,
47972,H4GUtMHdGJMFK64V2KIi,62,954,train,asllex,bring,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,0,open_b,0,51
41925,Lf2OTkw3qQyxwinEdmtM,64,1690,test,asllex,share,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,None,1,Hand,Finger Radial,Finger Radial,1,open_b,1,251
17208,As8PHDz5grd9OxA8jdzq,60,1397,train,asllex,check,1,m,Curved,0,,,Open,1,Asymmetrical Different Handshape,Back And Forth,0,Hand,Finger Front,Hand Away,1,B,1,1059
56144,sVPRjxqWX2MzNXPYk3Zk,61,1342,test,asllex,pumpkin,1,m,Curved,1,,,Open,1,Asymmetrical Different Handshape,Straight,1,Hand,Palm Back,Hand Away,1,C,0,383
1249,HKeZPecQ2B3uSzDVP82g,49,1002,train,asllex,coffee,s,imrp,Fully Closed,0,,0,Closed,1,Asymmetrical Same Handshape,Circular,1,Hand,Finger Radial,Finger Radial,1,s,0,2035
23059,ayTEWVWMlAMzh5bGODVJ,8,1482,val,asllex,feel,open_8,m,Flat,0,,,Open,0,One Handed,Curved,1,Body,Torso Top,Body Away,1,,1,624
44362,RSuOKFY4zIQvbtZfwEQr,59,2054,train,asllex,clothes,5,imrp,Fully Open,0,1,0,Open,0,Symmetrical Or Alternating,Curved,1,Body,Torso Top,Body Away,1,5,1,91
15916,uQyHMJIEAuLFm72GUvO3,84,1515,train,asllex,communication,c,imrp,Curved,0,0,0,Open,0,Symmetrical Or Alternating,Straight,1,Head,Head Away,Head Away,0,c,0,1108
45388,afFUCjIfJooH1lMiowi6,46,2891,train,asllex,wash_hands,open_b,imrp,Fully Open,0,0,0,Open,0,Asymmetrical Same Handshape,Circular,1,Hand,Finger Front,Palm,1,open_b,0,2553
58891,rgjT35B6zRvgQLqbIY68,52,1860,train,asllex,client,c,imrp,Curved,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Body,Torso Top,Torso Bottom,1,c,0,859
61652,1QHbNncBvoDXY06vGEcG,7,2229,train,freetext,film,,,,,,,,,,,,,,,,,,
56529,ZNZFeqErQ3jxAGwp02Or,38,2622,val,asllex,really_into,curved_v,im,Curved,0,1,0,Closed,0,One Handed,None,0,Head,Cheek Nose,,1,,0,949
67628,lSZKpuVdn3WwjG40FMrf,62,1462,train,freetext,good_luck,,,,,,,,,,,,,,,,,,
44904,3CJEKvrdQyLmdXPT1rRY,17,1478,val,asllex,cool_1,5,imrp,Fully Open,1,1,0,Open,0,One Handed,None,1,Body,Torso Top,,1,,0,
19679,jm00nK7VVLoiBjzWrhA4,57,1623,test,asllex,figure,p,im,Stacked,0,,,Open,1,Symmetrical Or Alternating,Straight,1,Neutral,Neutral,Neutral,1,p,0,730
45237,qD8csjsYPsNSIyE8qhhd,62,1828,val,asllex,drug,s,imrp,Fully Closed,0,,0,Closed,1,One Handed,Straight,1,Arm,Forearm Front,,1,,0,
29609,kQDIHtnDomtwoUoBVw0I,39,2009,train,asllex,honor,h,im,Fully Open,0,0,0,Closed,0,Symmetrical Or Alternating,Curved,0,Head,Forehead,Head Away,0,h,0,2606
57545,Y1BUa4ZGi2Ulmd5yuXFn,84,2027,train,asllex,validate,s,imrp,Fully Closed,0,,0,Closed,1,Asymmetrical Different Handshape,Back And Forth,0,Hand,Palm,Hand Away,1,B,0,1369
12070,hj7JbCJgvffdm27biCm4,39,3114,train,asllex,drink,c,imrp,Curved,0,0,0,Open,0,One Handed,Straight,0,Head,Head Away,Head Away,0,,1,119
67706,ggBjj8U80iphJvVIZqmC,39,2587,train,freetext,graduate,,,,,,,,,,,,,,,,,,
26334,5LkSU0F5huyumnIErVhp,61,1455,test,freetext,beach,,,,,,,,,,,,,,,,,,
18837,pxjfPKYSu8Ettk9voCPw,30,1424,val,asllex,eat_2,o,imrp,Curved,0,0,0,Open,1,One Handed,Straight,1,Head,Mouth,,1,,0,399
65086,bSPUZXLKUOdi8V6iUlP3,62,1103,val,asllex,rabbit_2,flat_h,im,Flat,1,0,0,Closed,0,Symmetrical Or Alternating,None,1,Neutral,Neutral,,1,flat_h,0,59
64151,bk6GUaSyAtk6NrRSt5iX,50,3459,test,asllex,drown_3,a,t,,,,,Open,,Asymmetrical Different Handshape,Straight,0,Hand,Other,Hand Away,1,C,0,2576
54558,QpPEamqkGknvEQOm7Vha,84,1764,val,asllex,disconnect,1,m,Curved,1,,,Open,1,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,1,0,1259
63530,Xt0faflWeovsOfLCW8l0,30,2224,val,asllex,think_ponder,stacked_5,imrp,Stacked,1,,,Open,1,One Handed,Circular,1,Head,Head Away,Head Away,0,,0,915
20862,uvzD5C4KCJSjuDfbbkjc,49,832,val,asllex,hard,bent_v,im,Bent,0,1,0,Closed,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,Neutral,1,bent_v,0,146
49578,WNMVWBCCmrBx2xlOYvqC,7,2474,train,asllex,limited,flat_b,imrp,Flat,0,0,0,Open,0,Symmetrical Or Alternating,Straight,0,Neutral,Neutral,,0,flat_b,1,1647
60026,tZmn83kBu68vcGhAeGxj,8,1343,train,asllex,dinner_2,d,mrp,Curved,0,0,0,Open,1,One Handed,Straight,1,Head,Chin,Head Away,1,,0,108
39104,sOZ7nOPJR8gmd7EDGwjU,31,1451,train,asllex,they_1,1,i,Fully Open,0,,,Closed,0,One Handed,Curved,0,Neutral,Neutral,Neutral,0,,0,
86949,AImlMEHxOU8VGV5vJQsL,84,1754,train,freetext,smaller,,,,,,,,,,,,,,,,,,
88709,TDOSqHUd6tzcI3ON9QlC,57,1957,test,freetext,thing,,,,,,,,,,,,,,,,,,
34163,d0Yy2fb2I0dEMVGxizkU,64,1816,test,asllex,metal,bent_1,i,Bent,0,,,Closed,0,One Handed,Straight,1,Head,Under Chin,Head Away,1,,0,2382
1728,1fVYTpfMWJDYOU3YRVy6,39,2943,train,signbank,705,,,,,,,,,,,,,,,,,,
82407,yfHsVHnxHVvIUrkGUqPv,84,1907,train,freetext,network,,,,,,,,,,,,,,,,,,
87203,LQfUJVk4S0p6aUJKTl8X,60,1595,train,freetext,soon_finish,,,,,,,,,,,,,,,,,,
20958,o6A7LIOSsyC7CYNRWNx3,80,1907,train,asllex,quiet,closed_b,imrp,Fully Open,0,0,0,Closed,0,Symmetrical Or Alternating,Curved,0,Head,Chin,Head Away,1,closed_b,0,233
36570,T7atUE01fsv0mXPkqzQn,35,1528,train,asllex,enjoy,open_b,imrp,Fully Open,0,0,0,Open,0,Symmetrical Or Alternating,Circular,1,Body,Torso Top,Torso Top,1,open_b,0,574
41022,3IDXx6guKUAPg7fnnHI8,39,3672,val,asllex,fun,h,im,Fully Open,0,0,0,Closed,0,One Handed,None,0,Head,Cheek Nose,,1,,0,141
551,xgkKiNqt3YdmQOuffzpt,84,1530,val,signbank,221,,,,,,,,,,,,,,,,,,
51546,Mv1WnQEo8HZF4E1gsQgl,39,4089,train,asllex,suit,a,t,,,,,Open,,Symmetrical Or Alternating,Curved,0,Body,Body Away,Torso Mid,0,a,1,2251
